Date,Close
2020-01-02 00:00:00-05:00,27.880399703979492
2020-01-03 00:00:00-05:00,28.384790420532227
2020-01-06 00:00:00-05:00,29.130403518676758
2020-01-07 00:00:00-05:00,28.82339096069336
2020-01-08 00:00:00-05:00,28.384790420532227
2020-01-09 00:00:00-05:00,28.479820251464844
2020-01-10 00:00:00-05:00,28.318998336791992
2020-01-13 00:00:00-05:00,28.362852096557617
2020-01-14 00:00:00-05:00,28.377479553222656
2020-01-15 00:00:00-05:00,28.297061920166016
2020-01-16 00:00:00-05:00,28.392093658447266
2020-01-17 00:00:00-05:00,28.340932846069336
2020-01-21 00:00:00-05:00,28.01197624206543
2020-01-22 00:00:00-05:00,27.69033432006836
2020-01-23 00:00:00-05:00,27.92426109313965
2020-01-24 00:00:00-05:00,27.873088836669922
2020-01-27 00:00:00-05:00,27.368698120117188
2020-01-28 00:00:00-05:00,27.346771240234375
2020-01-29 00:00:00-05:00,27.171327590942383
2020-01-30 00:00:00-05:00,27.068984985351562
2020-01-31 00:00:00-05:00,26.411087036132812
2020-02-03 00:00:00-05:00,25.753183364868164
2020-02-04 00:00:00-05:00,26.68155288696289
2020-02-05 00:00:00-05:00,27.536827087402344
2020-02-06 00:00:00-05:00,26.95932960510254
2020-02-07 00:00:00-05:00,26.58652114868164
2020-02-10 00:00:00-05:00,26.454944610595703
2020-02-11 00:00:00-05:00,26.71810531616211
2020-02-12 00:00:00-05:00,27.171327590942383
2020-02-13 00:00:00-05:00,26.90363121032715
2020-02-14 00:00:00-05:00,26.76978302001953
2020-02-18 00:00:00-05:00,26.836702346801758
2020-02-19 00:00:00-05:00,26.95567512512207
2020-02-20 00:00:00-05:00,26.754905700683594
2020-02-21 00:00:00-05:00,26.293869018554688
2020-02-24 00:00:00-05:00,25.32718276977539
2020-02-25 00:00:00-05:00,24.486909866333008
2020-02-26 00:00:00-05:00,24.301006317138672
2020-02-27 00:00:00-05:00,23.445863723754883
2020-02-28 00:00:00-05:00,23.26740074157715
2020-03-02 00:00:00-05:00,23.966388702392578
2020-03-03 00:00:00-05:00,23.73587417602539
2020-03-04 00:00:00-05:00,24.64306640625
2020-03-05 00:00:00-05:00,24.241518020629883
2020-03-06 00:00:00-05:00,23.23764991760254
2020-03-09 00:00:00-04:00,18.798337936401367
2020-03-10 00:00:00-04:00,19.92117691040039
2020-03-11 00:00:00-04:00,18.337299346923828
2020-03-12 00:00:00-04:00,16.039560317993164
2020-03-13 00:00:00-04:00,16.48572540283203
2020-03-16 00:00:00-04:00,14.009519577026367
2020-03-17 00:00:00-04:00,14.009519577026367
2020-03-18 00:00:00-04:00,11.979474067687988
2020-03-19 00:00:00-04:00,12.64128303527832
2020-03-20 00:00:00-04:00,12.931289672851562
2020-03-23 00:00:00-04:00,13.526172637939453
2020-03-24 00:00:00-04:00,16.44854164123535
2020-03-25 00:00:00-04:00,18.062166213989258
2020-03-26 00:00:00-04:00,18.15883445739746
2020-03-27 00:00:00-04:00,16.619569778442383
2020-03-30 00:00:00-04:00,17.787029266357422
2020-03-31 00:00:00-04:00,18.13652229309082
2020-04-01 00:00:00-04:00,18.12165069580078
2020-04-02 00:00:00-04:00,19.356033325195312
2020-04-03 00:00:00-04:00,18.381912231445312
2020-04-06 00:00:00-04:00,18.62730598449707
2020-04-07 00:00:00-04:00,18.441404342651367
2020-04-08 00:00:00-04:00,18.880128860473633
2020-04-09 00:00:00-04:00,18.51576042175293
2020-04-13 00:00:00-04:00,18.523204803466797
2020-04-14 00:00:00-04:00,18.173704147338867
2020-04-15 00:00:00-04:00,16.98394012451172
2020-04-16 00:00:00-04:00,16.247770309448242
2020-04-17 00:00:00-04:00,17.42266845703125
2020-04-20 00:00:00-04:00,16.619569778442383
2020-04-21 00:00:00-04:00,16.091611862182617
2020-04-22 00:00:00-04:00,17.348308563232422
2020-04-23 00:00:00-04:00,17.38548469543457
2020-04-24 00:00:00-04:00,17.39291763305664
2020-04-27 00:00:00-04:00,18.077037811279297
2020-04-28 00:00:00-04:00,17.965497970581055
2020-04-29 00:00:00-04:00,18.909875869750977
2020-04-30 00:00:00-04:00,17.697795867919922
2020-05-01 00:00:00-04:00,16.976497650146484
2020-05-04 00:00:00-04:00,17.288814544677734
2020-05-05 00:00:00-04:00,17.74985122680664
2020-05-06 00:00:00-04:00,17.53420639038086
2020-05-07 00:00:00-04:00,17.891136169433594
2020-05-08 00:00:00-04:00,18.349294662475586
2020-05-11 00:00:00-04:00,17.94458770751953
2020-05-12 00:00:00-04:00,17.608604431152344
2020-05-13 00:00:00-04:00,16.97481346130371
2020-05-14 00:00:00-04:00,16.906091690063477
2020-05-15 00:00:00-04:00,16.661739349365234
2020-05-18 00:00:00-04:00,17.952220916748047
2020-05-19 00:00:00-04:00,17.494062423706055
